코드,발송일,유형코드,수량,
461325,20170816,1815,2,
461325,20171006,1091,2,
461325,20171023,1091,1,
461325,20171025,1815,1,
461325,20171101,1815,1,
461325,20171101,1091,1,
461325,20171108,1815,3,
461325,20171218,1815,1,
461325,20171218,1091,2,
461322,20170823,1815,9,
461322,20170920,1815,13,
461322,20171027,1815,10,
461322,20171114,1815,5,
461321,20170808,1815,2,
461321,20170824,1815,5,
461321,20170826,1815,4,
461321,20170919,1815,3,
461321,20171019,1815,6,
461321,20171118,1815,1,
461321,20171214,1815,3,
461318,20170802,1878,9,
461318,20170809,1878,6,
461318,20170816,1878,5,
461318,20170823,1815,1,
461318,20170823,1878,5,
461318,20170830,1878,8,
461318,20170906,1878,6,
461318,20170913,1878,1,
461318,20170920,1878,5,
461318,20170927,1878,7,
461318,20171011,1878,7,
461318,20171018,1878,7,
461318,20171025,1878,6,
461318,20171027,1815,2,
461318,20171027,1878,1,
461318,20171101,1878,2,
461318,20171108,1878,21,
461318,20171110,1878,7,
461318,20171115,1878,2,
461318,20171117,1878,2,
461318,20171122,1878,8,
461318,20171127,1878,2,
461318,20171129,1878,2,
461318,20171208,1878,8,
461318,20171213,1815,1,
461318,20171213,1878,8,
461315,20170815,1878,1,
461315,20170824,1878,3,
461315,20170906,1627,2,
461315,20170918,1878,2,
461315,20171030,1878,1,
461315,20171030,1627,1,
461315,20171120,1878,2,
461315,20171211,1627,1,
461314,20170818,1815,1,
461314,20170920,1815,1,
461314,20171204,1815,2,
461313,20170808,1041,36,
461313,20170822,1041,11,
461313,20170822,1878,1,
461313,20170905,1041,7,
461313,20170919,1041,23,
461313,20171010,1041,10,
461313,20171010,1878,1,
461313,20171114,1041,14,
461313,20171114,1878,2,
461312,20170804,1041,24,
461312,20170913,1815,1,
461312,20170913,1041,17,
461312,20171024,1815,1,
461312,20171024,1041,25,
461312,20171024,1878,3,
461312,20171113,1815,2,
461312,20171113,1041,6,
461312,20171127,1041,10,
461310,20170801,1815,9,
461310,20170801,1692,12,
461310,20170829,1815,15,
461310,20170829,1692,16,
461310,20170912,1853,3,
461310,20170912,1815,14,
461310,20170912,1692,9,
461310,20170912,1041,1,
461310,20171010,1853,1,
461310,20171010,1815,31,
461310,20171010,1692,20,
461310,20171010,1041,1,
461310,20171017,1853,2,
461310,20171017,1815,17,
461310,20171017,1692,5,
461310,20171024,1815,9,
461310,20171024,1692,5,
461310,20171024,1041,1,
461310,20171114,1815,17,
461310,20171114,1692,13,
461310,20171128,1853,2,
461310,20171128,1815,13,
461310,20171128,1692,12,
461310,20171128,1041,1,
461310,20171212,1853,1,
461310,20171212,1815,21,
461310,20171212,1692,8,
461308,20170808,1815,1,
461308,20170825,1815,1,
461308,20171016,1815,1,
461308,20171021,1815,2,
461308,20171021,1041,2,
461308,20171115,1878,2,
461308,20171206,1041,1,
461308,20171206,1878,1,
461307,20170814,1878,1,
461307,20170821,1878,1,
461307,20170828,1878,1,
461307,20170904,1878,4,
461307,20170918,1878,2,
461307,20170925,1878,3,
461307,20171002,1878,1,
461307,20171009,1878,3,
461307,20171012,1878,2,
461307,20171023,1878,3,
461307,20171030,1878,2,
461307,20171106,1878,3,
461307,20171113,1878,2,
461307,20171120,1878,2,
461307,20171127,1878,1,
461307,20171204,1878,1,
461307,20171211,1878,2,
461307,20171218,1878,1,
461305,20170804,1041,5,
461305,20170818,1041,3,
461305,20170818,1878,1,
461305,20170828,1041,1,
461305,20170904,1692,1,
461305,20170904,1041,3,
461305,20170911,1692,1,
461305,20170911,1041,1,
461305,20171018,1041,2,
461305,20171018,1878,1,
461305,20171031,1041,2,
461305,20171106,1041,1,
461305,20171206,1041,1,
461305,20171218,1041,2,
461304,20170823,1692,4,
461304,20170823,1041,4,
461304,20170823,1878,2,
461304,20170823,1627,2,
461304,20170920,1878,3,
461304,20170920,1627,5,
461303,20170808,1627,1,
461302,20170807,1878,5,
461302,20170814,1878,7,
461302,20170814,1627,1,
461302,20170821,1878,2,
461302,20170821,1627,1,
461302,20170828,1041,1,
461302,20170828,1878,5,
461302,20170905,1041,1,
461302,20170905,1878,4,
461302,20170905,1627,2,
461302,20170912,1878,8,
461302,20170912,1627,1,
461302,20170918,1878,3,
461302,20170926,1041,1,
461302,20170926,1878,5,
461302,20170926,1627,1,
461302,20171016,1627,1,
461302,20171024,1041,1,
461302,20171024,1878,6,
461302,20171031,1878,3,
461302,20171031,1627,1,
461302,20171107,1878,4,
461302,20171107,1627,1,
461302,20171116,1878,3,
461302,20171121,1878,6,
461302,20171121,1627,1,
461302,20171127,1041,1,
461302,20171127,1878,6,
461302,20171127,1627,1,
461302,20171205,1878,4,
461302,20171212,1878,5,
461302,20171212,1627,1,
461300,20170808,1041,29,
461300,20170815,1041,2,
461300,20170824,1041,18,
461300,20170917,1041,38,
461300,20170928,1041,9,
461300,20171020,1041,4,
461300,20171109,1815,100,
461300,20171109,1041,2,
461300,20171113,1041,22,
461299,20170923,1815,1,
461297,20170809,1815,1,
461297,20170814,1815,1,
461297,20170819,1815,4,
461297,20170826,1815,4,
461297,20170902,1815,3,
461297,20170907,1815,1,
461297,20170908,1815,7,
461297,20170918,1815,10,
461297,20170922,1815,7,
461297,20171007,1815,7,
461297,20171010,1815,2,
461297,20171024,1815,5,
461297,20171101,1815,11,
461297,20171104,1815,5,
461297,20171107,1815,4,
461297,20171111,1815,4,
461297,20171117,1815,7,
461297,20171124,1815,4,
461297,20171208,1815,9,
461297,20171216,1815,1,
461295,20170817,1373,1,
461295,20170921,1815,3,
461295,20170921,1878,11,
461295,20170921,1627,6,
461295,20171023,1815,3,
461295,20171023,1878,2,
461295,20171023,1627,5,
461295,20171130,1627,1,
461295,20171214,1878,1,
461294,20171127,1815,1,
461293,20170801,1815,24,
461293,20170801,1878,2,
461293,20170811,1815,68,
461293,20170811,1878,5,
461293,20170825,1815,2,
461293,20170825,1878,28,
461293,20170906,1815,42,
461293,20170906,1878,16,
461293,20170915,1815,8,
461293,20170915,1878,9,
461293,20170922,1878,13,
461293,20171013,1815,138,
461293,20171013,1041,1,
461293,20171013,1878,18,
461293,20171020,1815,51,
461293,20171020,1041,2,
461293,20171027,1815,48,
461293,20171027,1878,20,
461293,20171103,1815,19,
461293,20171103,1878,13,
461293,20171110,1815,82,
461293,20171110,1041,2,
461293,20171110,1878,5,
461293,20171117,1815,51,
461293,20171117,1878,12,
461293,20171125,1815,42,
461293,20171125,1878,9,
461293,20171130,1878,19,
461293,20171208,1815,26,
461293,20171208,1878,22,
461293,20171215,1815,55,
461293,20171215,1878,8,
461292,20170901,1878,1,
461292,20171013,1878,2,
461292,20171115,1878,3,
461292,20171115,1627,1,
461292,20171208,1878,2,
461292,20171208,1627,2,
461290,20170808,1878,2,
461290,20170808,1261,2,
461290,20170912,1878,3,
461290,20170912,1261,3,
461290,20171012,1878,3,
461290,20171012,1261,3,
461290,20171107,1878,3,
461290,20171107,1261,2,
461290,20171207,1878,3,
461290,20171207,1261,4,
461289,20170927,1261,1,
461289,20171101,1261,1,
461289,20171108,1261,1,
461289,20171115,1261,1,
461289,20171206,1261,1,
461287,20171206,1815,1,
461286,20170807,1815,4,
461286,20170918,1815,4,
461286,20170927,1815,8,
461286,20171218,1815,8,
461286,20171218,1692,2,
461285,20170803,1041,2,
461285,20170814,1878,1,
461285,20170821,1878,4,
461285,20170828,1815,1,
461285,20170828,1041,12,
461285,20170904,1041,1,
461285,20170907,1041,4,
461285,20170907,1878,3,
461285,20170928,1692,4,
461285,20170928,1041,22,
461285,20170928,1878,9,
461285,20170928,1627,1,
461285,20171016,1041,4,
461285,20171019,1041,3,
461285,20171019,1878,2,
461285,20171026,1041,5,
461285,20171102,1041,3,
461285,20171113,1041,3,
461285,20171113,1878,5,
461285,20171120,1692,1,
461285,20171120,1878,1,
461285,20171127,1627,1,
461285,20171204,1041,5,
461285,20171204,1878,1,
461285,20171211,1041,1,
461285,20171214,1041,4,
461284,20170825,1815,1,
461284,20171130,1815,1,
461283,20170918,1878,17,
461283,20170918,1627,3,
461283,20171106,1041,2,
461283,20171106,1878,22,
461281,20170821,1815,1,
461281,20170925,1815,1,
461281,20171127,1815,1,
461280,20170919,1878,2,
461280,20171027,1878,2,
461280,20171127,1878,2,
461279,20170822,1815,4,
461279,20170822,1041,1,
461279,20170822,1878,1,
461279,20170822,1627,1,
461279,20171002,1815,3,
461279,20171002,1041,1,
461279,20171002,1878,3,
461279,20171002,1261,2,
461279,20171024,1815,4,
461279,20171024,1878,5,
461279,20171024,1627,3,
461279,20171113,1815,3,
461279,20171113,1041,1,
461279,20171113,1878,6,
461279,20171113,1627,5,
461279,20171127,1815,1,
461279,20171127,1041,2,
461279,20171127,1878,4,
461279,20171127,1627,6,
461278,20170830,1878,1,
461278,20171031,1878,6,
461278,20171031,1627,1,
461278,20171129,1878,1,
461278,20171129,1627,1,
461274,20170928,1692,1,
461274,20171026,1815,2,
461274,20171116,1815,2,
461274,20171205,1815,2,
461273,20170810,1878,2,
461273,20170904,1878,3,
461273,20170904,1627,2,
461273,20170929,1878,3,
461273,20171016,1878,1,
461273,20171026,1878,3,
461273,20171026,1627,2,
461273,20171028,1878,4,
461273,20171028,1627,1,
461273,20171107,1878,1,
461273,20171110,1878,2,
461273,20171123,1878,6,
461273,20171123,1627,2,
461273,20171127,1878,2,
461273,20171130,1815,1,
461273,20171130,1878,3,
461273,20171204,1878,1,
461273,20171213,1878,2,
461272,20170807,1041,1,
461272,20170807,1878,7,
461272,20170807,1627,1,
461272,20170817,1878,11,
461272,20170906,1878,2,
461272,20170912,1041,1,
461272,20170912,1878,2,
461272,20170926,1878,4,
461272,20171017,1878,6,
461272,20171109,1041,1,
461272,20171109,1878,2,
461272,20171109,1627,1,
461272,20171113,1878,7,
461272,20171120,1041,1,
461272,20171120,1878,8,
461272,20171120,1627,1,
461272,20171205,1041,2,
461272,20171205,1878,8,
461270,20170822,1878,1,
461270,20170919,1878,1,
461270,20171024,1878,1,
461270,20171121,1878,1,
461269,20171031,1878,1,
461266,20170823,1878,1,
461266,20171027,1627,1,
461261,20170915,1041,10,
461261,20170921,1041,2,
461261,20170929,1041,7,
461261,20171012,1041,1,
461261,20171120,1041,12,
461261,20171215,1041,2,
461260,20170818,1041,5,
461260,20170830,1041,2,
461260,20170907,1815,1,
461260,20170907,1041,3,
461260,20170927,1041,1,
461260,20170927,1878,2,
461260,20171018,1041,11,
461260,20171025,1815,1,
461260,20171025,1041,2,
461260,20171025,1878,1,
461260,20171107,1041,12,
461260,20171116,1041,5,
461260,20171208,1041,1,
461260,20171214,1041,1,
461259,20170831,1041,5,
461259,20170831,1878,1,
461259,20170925,1041,4,
461259,20171030,1692,1,
461259,20171030,1355,3,
461259,20171030,1041,6,
461259,20171030,1878,1,
461259,20171113,1041,1,
461259,20171113,1878,1,
461259,20171129,1041,7,
461259,20171129,1878,1,
461259,20171218,1041,3,
461259,20171218,1878,1,
461258,20170814,1815,1,
461258,20170814,1041,10,
461258,20170828,1041,3,
461258,20170919,1815,1,
461258,20170919,1041,8,
461258,20171017,1692,1,
461258,20171017,1041,2,
461258,20171026,1815,2,
461258,20171026,1041,2,
461258,20171127,1041,9,
461256,20170823,1041,6,
461256,20170920,1815,9,
461256,20170920,1041,5,
461256,20171019,1815,8,
461256,20171019,1041,16,
461256,20171109,1041,3,
461256,20171109,1878,1,
461255,20170810,1041,9,
461255,20170927,1041,18,
461255,20171026,1041,14,
461255,20171122,1815,1,
461255,20171122,1041,10,
461254,20170808,1878,17,
461254,20170809,1878,13,
461254,20170811,1878,25,
461254,20170811,1261,2,
461254,20170816,1878,11,
461254,20170816,1261,7,
461254,20170818,1878,71,
461254,20170818,1261,1,
461254,20170822,1878,22,
461254,20170822,1261,2,
461254,20170825,1878,25,
461254,20170829,1878,40,
461254,20170829,1261,3,
461254,20170830,1878,28,
461254,20170830,1261,1,
461254,20170901,1878,39,
461254,20170905,1878,13,
461254,20170905,1261,1,
461254,20170908,1878,59,
461254,20170911,1878,37,
461254,20170911,1261,3,
461254,20170914,1878,26,
461254,20170918,1815,4,
461254,20170918,1878,50,
461254,20170921,1878,26,
461254,20170926,1878,84,
461254,20170926,1261,5,
461254,20170928,1815,2,
461254,20170928,1878,67,
461254,20170929,1878,26,
461254,20170929,1261,5,
461254,20171012,1815,1,
461254,20171012,1878,31,
461254,20171012,1261,4,
461254,20171017,1878,40,
461254,20171017,1261,6,
461254,20171018,1878,13,
461254,20171020,1878,66,
461254,20171023,1878,27,
461254,20171025,1878,12,
461254,20171025,1261,3,
461254,20171027,1878,58,
461254,20171031,1878,80,
461254,20171031,1261,9,
461254,20171103,1878,53,
461254,20171103,1261,1,
461254,20171106,1878,46,
461254,20171107,1878,14,
461254,20171107,1261,4,
461254,20171109,1878,23,
461254,20171113,1878,39,
461254,20171115,1878,41,
461254,20171115,1261,3,
461254,20171117,1878,28,
461254,20171120,1878,49,
461254,20171122,1878,25,
461254,20171122,1261,1,
461254,20171128,1878,58,
461254,20171128,1261,3,
461254,20171129,1878,40,
461254,20171130,1878,12,
461254,20171130,1261,4,
461254,20171204,1878,6,
461254,20171204,1261,14,
461254,20171206,1878,32,
461254,20171208,1878,38,
461254,20171208,1261,2,
461254,20171212,1878,13,
461254,20171212,1261,2,
461254,20171213,1878,81,
461254,20171215,1878,28,
461253,20170831,1041,2,
461253,20170926,1041,1,
461253,20171023,1041,1,
461253,20171118,1041,1,
461251,20170802,1815,1,
461251,20170901,1815,1,
461251,20171011,1041,1,
461251,20171018,1815,1,
461251,20171018,1041,2,
461251,20171020,1815,1,
461251,20171023,1815,2,
461251,20171025,1041,1,
461251,20171027,1041,1,
461251,20171030,1815,1,
461251,20171101,1815,1,
461251,20171101,1041,1,
461251,20171113,1815,1,
461251,20171120,1041,1,
461251,20171122,1815,1,
461251,20171122,1041,1,
461251,20171127,1041,1,
461245,20170907,1041,1,
461245,20170914,1041,1,
461245,20170921,1041,2,
461245,20171002,1041,8,
461245,20171016,1041,1,
461245,20171023,1041,2,
461245,20171106,1041,6,
461245,20171120,1041,1,
461244,20170817,1815,14,
461244,20170817,1692,1,
461242,20170801,1041,31,
461242,20170809,1041,8,
461242,20170823,1041,12,
461242,20170906,1041,13,
461242,20170927,1815,1,
461242,20170927,1041,5,
461242,20171025,1041,8,
461242,20171108,1041,5,
461242,20171206,1815,2,
461241,20170916,1878,2,
461240,20170801,1692,13,
461240,20170808,1692,15,
461240,20170815,1692,14,
461240,20170822,1692,11,
461240,20170829,1692,11,
461240,20170905,1692,8,
461240,20170912,1692,19,
461240,20170919,1692,12,
461240,20170923,1815,14,
461240,20170926,1692,11,
461240,20171017,1692,36,
461240,20171024,1692,10,
461240,20171031,1692,9,
461240,20171107,1692,12,
461240,20171114,1692,13,
461240,20171121,1692,8,
461240,20171128,1692,9,
461240,20171205,1692,9,
461240,20171212,1692,13,
461239,20170808,1041,1,
461239,20170812,1878,1,
461239,20170829,1878,1,
461239,20170905,1041,1,
461239,20170912,1041,1,
461239,20170923,1878,1,
461239,20170926,1878,1,
461239,20171014,1878,1,
461239,20171017,1878,1,
461239,20171024,1041,1,
461239,20171031,1041,1,
461239,20171104,1878,1,
461239,20171106,1878,6,
461239,20171107,1041,1,
461239,20171114,1041,1,
461239,20171205,1041,1,
461239,20171209,1878,1,
461239,20171212,1041,1,
461238,20170822,1815,12,
461238,20170822,1041,1,
461238,20171012,1815,5,
461238,20171024,1815,3,
461234,20171012,1692,77,
461234,20171012,1041,2,
461230,20170801,1041,27,
461230,20170810,1041,11,
461230,20170907,1041,29,
461230,20171018,1041,21,
461230,20171113,1041,33,
461228,20170802,1692,6,
461228,20170804,1692,3,
461228,20170807,1815,1,
461228,20170809,1815,2,
461228,20170811,1692,11,
461228,20170818,1815,1,
461228,20170818,1692,5,
461228,20170821,1692,3,
461228,20170825,1692,3,
461228,20170828,1815,1,
461228,20170828,1692,2,
461228,20170828,1041,1,
461228,20170830,1692,8,
461228,20170901,1692,15,
461228,20170904,1692,2,
461228,20170911,1815,1,
461228,20170911,1692,18,
461228,20170913,1692,1,
461228,20170915,1692,3,
461228,20170918,1692,3,
461228,20170920,1692,5,
461228,20170922,1692,8,
461228,20170925,1692,1,
461228,20170927,1692,2,
461228,20171002,1692,1,
461228,20171011,1692,18,
461228,20171013,1692,6,
461228,20171016,1692,10,
461228,20171018,1692,4,
461228,20171020,1692,3,
461228,20171023,1692,5,
461228,20171027,1692,5,
461228,20171101,1692,1,
461228,20171103,1692,5,
461228,20171106,1692,21,
461228,20171108,1692,1,
461228,20171110,1815,1,
461228,20171110,1692,5,
461228,20171113,1692,2,
461228,20171120,1692,6,
461228,20171122,1692,1,
461228,20171127,1692,2,
461228,20171129,1692,13,
461228,20171201,1692,2,
461228,20171204,1692,1,
461228,20171206,1692,10,
461228,20171208,1041,1,
461228,20171211,1692,9,
461225,20170927,1041,21,
461225,20171124,1041,27,
461224,20170811,1041,4,
461224,20170829,1041,1,
461224,20170904,1041,1,
461224,20170920,1041,3,
461224,20170925,1041,2,
461224,20171010,1041,2,
461224,20171025,1041,2,
461224,20171102,1041,2,
461224,20171116,1041,1,
461224,20171128,1041,7,
461224,20171211,1041,1,
461223,20170803,1041,6,
461223,20170810,1041,3,
461223,20170817,1041,5,
461223,20170824,1041,1,
461223,20170831,1041,4,
461223,20170907,1041,5,
461223,20170914,1041,1,
461223,20171012,1041,1,
461223,20171019,1041,1,
461223,20171102,1041,3,
461223,20171116,1041,1,
461222,20170825,1692,3,
461222,20170922,1692,2,
461222,20171020,1692,3,
461215,20170927,1041,1,
461214,20170811,1878,1,
461210,20170904,1815,8,
461210,20170911,1815,6,
461210,20170918,1815,6,
461210,20171009,1815,3,
461210,20171106,1815,1,
461210,20171127,1815,5,
461210,20171204,1815,4,
461210,20171211,1815,1,
461210,20171218,1815,5,
461209,20170807,1815,1,
461209,20170807,1041,6,
461209,20170814,1815,2,
461209,20170814,1041,13,
461209,20170821,1355,1,
461209,20170821,1041,6,
461209,20170828,1041,13,
461209,20170904,1041,12,
461209,20170911,1041,24,
461209,20170918,1041,15,
461209,20170925,1815,2,
461209,20170925,1041,12,
461209,20170930,1041,6,
461209,20171030,1041,30,
461209,20171113,1815,3,
461209,20171113,1041,20,
461209,20171127,1815,7,
461209,20171127,1041,11,
461209,20171206,1815,1,
461209,20171206,1041,3,
461209,20171211,1041,6,
461208,20170802,1041,55,
461207,20170802,1878,4,
461207,20170802,1627,2,
461207,20170828,1878,4,
461207,20170828,1627,2,
461207,20170914,1878,3,
461207,20170914,1627,3,
461207,20171020,1878,7,
461207,20171020,1627,5,
461207,20171116,1878,3,
461207,20171116,1627,4,
461207,20171207,1878,8,
461207,20171207,1627,3,
461207,20171213,1878,1,
461207,20171213,1627,1,
461205,20170804,1815,11,
461205,20170811,1815,19,
461205,20170818,1815,16,
461205,20170825,1815,20,
461205,20170901,1815,17,
461205,20170912,1815,19,
461205,20170922,1815,30,
461205,20170929,1815,26,
461205,20171013,1815,43,
461205,20171020,1815,30,
461205,20171027,1815,26,
461205,20171103,1815,28,
461205,20171110,1815,19,
461205,20171117,1815,29,
461205,20171121,1815,15,
461205,20171129,1815,39,
461205,20171205,1815,23,
461205,20171215,1815,41,
461202,20170810,1815,24,
461202,20170810,1041,37,
461202,20170825,1815,6,
461202,20170825,1041,9,
461202,20170914,1815,9,
461202,20170914,1041,8,
461202,20171026,1041,5,
461201,20170801,1041,3,
461201,20170804,1041,15,
461201,20170811,1041,24,
461201,20170815,1041,5,
461201,20170822,1041,10,
461201,20170829,1041,1,
461201,20170901,1041,2,
461201,20170908,1041,9,
461201,20170912,1041,4,
461201,20170915,1041,2,
461201,20170922,1041,17,
461201,20170926,1041,1,
461201,20171010,1041,6,
461201,20171013,1041,1,
461201,20171020,1041,14,
461201,20171027,1041,6,
461201,20171103,1041,11,
461201,20171107,1041,3,
461201,20171114,1041,1,
461201,20171117,1815,1,
461201,20171117,1041,3,
461201,20171124,1041,2,
461201,20171205,1041,3,
461200,20170809,1041,48,
461200,20170826,1815,4,
461200,20170826,1041,77,
461200,20170826,1878,4,
461200,20170909,1041,30,
461200,20170916,1041,15,
461200,20170916,1878,1,
461200,20170923,1815,1,
461200,20170923,1041,4,
461200,20170923,1878,1,
461200,20170930,1815,1,
461200,20170930,1041,2,
461200,20171025,1041,18,
461200,20171122,1815,1,
461200,20171122,1041,7,
461199,20170802,1815,1,
461199,20170807,1815,1,
461199,20170809,1815,1,
461199,20170811,1692,1,
461199,20170814,1815,1,
461199,20170816,1815,2,
461199,20170821,1815,1,
461199,20170823,1815,1,
461199,20170825,1815,1,
461199,20170825,1692,1,
461199,20170830,1815,1,
461199,20170901,1692,1,
461199,20170906,1815,1,
461199,20170906,1692,1,
461199,20170908,1815,1,
461199,20170911,1815,1,
461199,20170913,1692,1,
461199,20170920,1692,1,
461199,20170922,1815,1,
461199,20170925,1815,1,
461199,20170927,1692,1,
461199,20170929,1692,1,
461199,20171002,1692,1,
461199,20171011,1692,1,
461199,20171016,1692,1,
461199,20171018,1815,1,
461199,20171020,1692,1,
461199,20171023,1692,1,
461199,20171027,1692,1,
461199,20171101,1692,1,
461199,20171106,1815,1,
461199,20171108,1815,1,
461199,20171108,1692,1,
461199,20171113,1692,1,
461199,20171115,1815,1,
461199,20171117,1815,1,
461199,20171120,1692,1,
461199,20171122,1692,1,
461199,20171127,1815,1,
461199,20171129,1815,1,
461199,20171201,1692,1,
461199,20171204,1815,1,
461199,20171208,1692,1,
461199,20171211,1692,1,
461199,20171213,1815,1,
461199,20171218,1692,1,
461197,20170804,1815,8,
461197,20170804,1878,3,
461197,20170808,1815,4,
461197,20170808,1878,3,
461197,20170811,1815,6,
461197,20170811,1878,3,
461197,20170815,1815,1,
461197,20170815,1878,1,
461197,20170818,1815,6,
461197,20170822,1815,7,
461197,20170822,1878,2,
461197,20170829,1815,9,
461197,20170829,1878,2,
461197,20170829,1627,2,
461197,20170901,1815,1,
461197,20170905,1878,1,
461197,20170908,1815,2,
461197,20170912,1815,7,
461197,20170912,1692,1,
461197,20170915,1815,9,
461197,20170915,1627,1,
461197,20170919,1815,8,
461197,20170922,1815,6,
461197,20170922,1878,3,
461197,20170927,1815,7,
461197,20171013,1815,14,
461197,20171017,1815,1,
461197,20171020,1815,22,
461197,20171027,1815,16,
461197,20171027,1878,6,
461197,20171031,1815,10,
461197,20171107,1815,2,
461197,20171110,1815,16,
461197,20171110,1692,2,
461197,20171110,1878,6,
461197,20171110,1627,2,
461197,20171117,1815,9,
461197,20171117,1878,4,
461197,20171121,1815,7,
461197,20171121,1041,1,
461197,20171121,1878,3,
461197,20171123,1815,13,
461197,20171123,1878,3,
461197,20171128,1815,2,
461197,20171128,1878,2,
461197,20171201,1815,11,
461197,20171201,1878,2,
461197,20171201,1627,1,
461197,20171205,1815,11,
461197,20171205,1878,3,
461197,20171212,1815,12,
461197,20171212,1878,6,
461197,20171212,1627,1,
461195,20170818,1041,12,
461195,20170818,1878,1,
461195,20170904,1041,13,
461195,20170904,1878,1,
461195,20170918,1041,39,
461195,20170927,1041,62,
461195,20170927,1878,1,
461195,20171010,1815,1,
461195,20171010,1041,16,
461195,20171018,1041,34,
461195,20171018,1878,1,
461195,20171023,1041,36,
461195,20171026,1041,32,
461195,20171106,1041,54,
461195,20171120,1815,12,
461195,20171120,1692,3,
461195,20171120,1041,19,
461195,20171127,1041,3,
461195,20171208,1041,4,
461194,20170809,1041,8,
461194,20170823,1041,3,
461194,20171101,1815,2,
461194,20171101,1041,14,
461194,20171115,1041,3,
461194,20171129,1041,1,
461193,20170814,1815,2,
461193,20170814,1041,45,
461193,20170928,1041,8,
461193,20171027,1041,49,
461193,20171130,1815,6,
461193,20171130,1692,1,
461193,20171130,1041,15,
461193,20171130,1878,3,
461192,20170807,1041,3,
461192,20170906,1041,1,
461192,20171012,1815,1,
461192,20171012,1041,5,
461192,20171106,1815,2,
461192,20171106,1692,1,
461192,20171106,1041,13,
461192,20171211,1815,3,
461191,20170807,1815,1,
461191,20170807,1692,2,
461191,20170807,1041,33,
461191,20170816,1815,3,
461191,20170816,1041,19,
461191,20170901,1815,2,
461191,20170901,1041,71,
461191,20170911,1041,40,
461191,20170920,1815,2,
461191,20170920,1041,214,
461191,20170920,1878,21,
461191,20170922,1041,25,
461191,20170922,1878,1,
461191,20170929,1815,12,
461191,20170929,1041,84,
461191,20170929,1878,7,
461191,20171013,1815,1,
461191,20171013,1041,111,
461191,20171013,1878,3,
461191,20171025,1815,7,
461191,20171025,1041,48,
461191,20171025,1878,1,
461191,20171102,1041,35,
461191,20171102,1878,1,
461191,20171110,1041,69,
461191,20171110,1878,2,
461191,20171129,1041,54,
461191,20171129,1878,1,
461191,20171204,1041,17,
461191,20171208,1041,10,
461191,20171218,1041,11,
461191,20171218,1878,2,
461188,20170810,1815,1,
461188,20170810,1878,12,
461188,20170824,1878,2,
461188,20170904,1878,8,
461188,20170912,1815,1,
461188,20170912,1878,7,
461188,20170921,1815,1,
461188,20170921,1878,9,
461188,20170928,1815,1,
461188,20170928,1878,10,
461188,20171030,1815,1,
461188,20171030,1355,1,
461188,20171030,1878,2,
461188,20171123,1878,1,
461186,20170801,1815,21,
461186,20170803,1815,16,
461186,20170808,1815,17,
461186,20170810,1815,9,
461186,20170817,1815,18,
461186,20170822,1815,11,
461186,20170824,1815,9,
461186,20170829,1815,13,
461186,20170901,1815,17,
461186,20170905,1815,5,
461186,20170907,1815,14,
461186,20170912,1815,14,
461186,20170919,1815,47,
461186,20170920,1815,13,
461186,20170920,1041,1,
461186,20170921,1815,16,
461186,20170921,1692,1,
461186,20170921,1041,1,
461186,20170926,1815,46,
461186,20170928,1815,33,
461186,20171010,1815,39,
461186,20171016,1815,33,
461186,20171019,1815,14,
461186,20171024,1815,27,
461186,20171031,1815,37,
461186,20171102,1815,17,
461186,20171107,1815,13,
461186,20171109,1815,8,
461186,20171114,1815,21,
461186,20171116,1815,4,
461186,20171121,1815,12,
461186,20171124,1815,17,
461186,20171128,1815,10,
461186,20171211,1815,52,
461186,20171218,1815,19,
461185,20170803,1815,6,
461185,20170803,1692,1,
461185,20170808,1815,5,
461185,20170817,1692,1,
461185,20170825,1815,5,
461185,20170829,1815,3,
461185,20170901,1815,4,
461185,20170901,1692,1,
461185,20170908,1815,5,
461185,20170929,1815,21,
461185,20171013,1815,10,
461185,20171016,1692,1,
461185,20171019,1815,3,
461185,20171024,1815,2,
461185,20171024,1692,1,
461185,20171031,1815,4,
461185,20171103,1815,2,
461185,20171107,1692,2,
461185,20171109,1815,6,
461185,20171121,1815,6,
461185,20171209,1815,19,
461185,20171209,1692,5,
461185,20171212,1692,1,
461184,20170818,1041,5,
461184,20170831,1815,1,
461184,20170831,1692,1,
461184,20170831,1041,26,
461184,20170907,1041,6,
461184,20170920,1041,10,
461184,20171025,1815,2,
461184,20171025,1041,38,
461184,20171110,1041,13,
461182,20170804,1041,12,
461182,20170817,1041,10,
461182,20170824,1041,4,
461182,20170904,1041,13,
461182,20170911,1041,13,
461182,20170921,1041,6,
461182,20171013,1815,4,
461182,20171013,1041,12,
461182,20171031,1815,1,
461182,20171031,1041,11,
461182,20171117,1041,10,
461182,20171214,1041,6,
461181,20170830,1041,72,
461181,20170926,1041,20,
461181,20170926,1878,1,
461180,20170808,1878,1,
461180,20170815,1878,1,
461180,20170912,1878,1,
461180,20171014,1878,2,
461180,20171026,1041,1,
461180,20171026,1878,1,
461180,20171102,1041,1,
461180,20171118,1041,3,
461180,20171118,1878,3,
461180,20171205,1878,2,
461180,20171212,1878,1,
461180,20171216,1878,3,
461179,20170805,1815,14,
461179,20170811,1815,16,
461179,20170815,1815,13,
461179,20170818,1815,10,
461179,20170822,1815,16,
461179,20170825,1815,24,
